Time,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
2014Q2,96.343,97.129,105.002,106.981,103.981,93.604,98.066,97.659,100.039,95.585,102.199,100.29,89.203,105.117,110.152,95.837,110.759,113.487,99.073,97.417,97.057,97.724,96.078,97.642
2014Q3,96.762,97.394,104.791,106.597,103.852,94.078,98.594,98.187,100.295,96.957,102.059,100.235,90.788,104.862,109.444,96.423,110.092,112.599,99.337,97.911,97.513,98.094,96.669,98.161
2014Q4,96.8,97.265,103.479,105.803,102.303,94.468,98.882,98.388,100.503,97.996,102.054,100.096,90.962,103.007,106.709,96.221,107.962,110.058,98.937,97.908,97.642,98.126,96.945,98.075
2015Q1,96.742,96.829,101.343,105.048,99.522,94.784,98.854,98.628,100.648,97.949,101.949,100.761,91.556,100.461,103.124,95.59,103.4,104.643,98.03,97.278,97.452,97.934,96.756,97.174
2015Q2,97.302,97.312,101.871,105.107,100.271,95.248,98.756,98.599,100.487,97.475,101.731,100.936,92.017,100.257,102.617,95.932,102.037,102.922,98.222,97.728,97.641,98.127,96.94,97.783
2015Q3,97.536,97.565,101.612,104.47,100.192,95.729,98.778,98.649,100.328,97.803,101.293,100.806,92.832,99.33,101.038,96.196,100.947,101.607,98.111,97.8,97.73,98.162,97.108,97.845
2015Q4,97.527,97.49,100.573,103.841,98.955,96.088,98.524,98.454,99.916,97.648,101.022,100.001,93.41,97.773,98.912,95.678,98.75,99.04,97.501,97.519,97.611,97.988,97.068,97.467
2016Q1,97.468,97.538,99.518,103.336,97.636,96.631,98.108,98.116,99.371,97.137,100.624,99.226,93.8,96.274,96.113,96.565,97.004,96.895,97.463,96.99,97.503,97.753,97.145,96.685
2016Q2,98.108,98.157,99.96,103.017,98.442,97.331,98.46,98.435,99.434,97.696,100.277,99.507,95.002,97.285,97.455,96.975,97.52,97.442,97.847,97.642,98.022,98.28,97.651,97.416
2016Q3,98.372,98.496,99.566,101.963,98.368,98.002,98.57,98.57,99.208,97.587,100.035,99.225,96.382,97.803,97.906,97.615,98.242,98.319,97.918,97.976,98.404,98.629,98.082,97.722
2016Q4,98.884,98.947,99.797,101.031,99.175,98.554,99.06,99.077,99.507,98.251,99.889,99.852,97.61,98.468,98.394,98.607,98.535,98.586,98.325,98.456,98.891,99.016,98.709,98.198
2017Q1,99.389,99.524,100.331,100.952,100.015,99.152,99.394,99.41,99.723,99.083,100.081,99.686,98.338,99.156,99.177,99.117,99.598,99.789,98.786,99.2,99.36,99.486,99.178,99.104
2017Q2,99.656,99.724,99.712,100.353,99.387,99.729,99.925,99.914,100.019,99.883,100.036,100.083,99.553,99.245,99.033,99.632,99.691,99.642,99.906,99.432,99.682,99.69,99.67,99.283
2017Q3,100.174,100.076,99.744,99.481,99.875,100.23,100.249,100.259,100.138,100.588,99.974,100.053,100.672,100.128,100.2,99.999,99.75,99.57,100.505,100.148,100.12,100.064,100.201,100.164
2017Q4,100.78,100.676,100.213,99.213,100.723,100.89,100.432,100.417,100.121,100.447,99.909,100.178,101.436,101.471,101.59,101.252,100.961,100.999,100.803,101.221,100.838,100.76,100.951,101.448
2018Q1,101.428,101.38,100.748,99.091,101.6,101.674,100.941,100.948,100.182,100.249,99.8,100.625,103.643,102.368,102.571,101.994,102.508,102.655,101.872,102.399,101.798,101.709,101.928,102.759
2018Q2,102.14,101.912,101.012,98.844,102.132,102.333,101.405,101.451,100.335,100.691,99.749,100.842,105.421,103.626,104.034,102.859,102.793,102.896,102.345,103.315,102.497,102.435,102.585,103.807
2018Q3,102.586,102.254,100.84,98.363,102.121,102.917,101.822,101.839,100.556,101.122,100.162,100.676,106.43,103.834,104.179,103.182,102.921,102.958,102.762,104.095,103.027,102.986,103.085,104.739
2018Q4,103.005,102.642,100.644,98.235,101.889,103.58,101.987,102.035,100.637,102.633,99.974,100.184,107.065,103.469,103.397,103.606,102.428,102.327,102.876,104.664,103.778,103.438,104.272,105.197
2019Q1,103.332,102.851,100.215,98.462,101.118,104.089,102.541,102.547,101.126,103.734,100.151,100.662,107.667,102.606,101.989,103.782,101.221,100.767,103.206,104.709,104.731,103.523,106.532,104.686
2019Q2,103.855,103.426,100.694,97.95,102.114,104.712,102.945,102.968,101.552,104.953,100.197,101.065,108.065,103.427,102.608,104.984,101.725,101.365,103.307,104.934,104.034,103.931,104.17,105.473
2019Q3,104.196,103.675,100.334,97.37,101.87,105.256,103.124,103.182,101.598,105.755,99.988,100.965,108.932,102.824,101.555,105.233,100.654,100.094,103.115,105.226,104.131,104.186,104.036,105.887
2019Q4,104.543,104.083,100.463,96.961,102.288,105.802,103.037,103.15,101.347,106.603,99.591,100.251,109.736,102.459,101.247,104.777,100.395,99.669,103.598,105.752,104.51,104.628,104.328,106.506
2020Q1,105.035,104.445,100.217,96.776,102.01,106.464,103.552,103.555,101.623,107.309,99.651,100.565,110.618,101.98,100.175,105.495,100.109,99.235,104.011,106.708,104.881,104.964,104.763,107.818
2020Q2,104.66,104.017,98.732,95.905,100.209,106.584,103.581,103.913,102.063,106.936,99.819,101.746,110.689,97.158,94.149,102.998,96.842,95.569,102.706,106.569,104.947,104.737,105.237,107.55
2020Q3,105.619,104.835,99.643,96.907,101.072,107.355,104.345,104.434,101.994,106.731,99.488,102.008,113.301,100.226,97.744,105.078,98.939,97.797,104.13,107.874,105.542,105.513,105.6,109.314
2020Q4,106.278,105.369,100.073,97.668,101.311,107.95,104.994,105.078,102.2,106.433,98.886,103.269,115.43,101.754,99.406,106.37,99.673,98.465,105.266,108.548,106.321,106.28,106.396,109.916
2021Q1,107.629,106.567,101.442,98.021,103.281,109.055,105.62,105.811,102.138,106.484,99.474,102.443,118.783,106.601,105.311,108.948,102.51,101.555,106.715,110.333,107.109,107.319,106.837,112.343
2021Q2,109.276,108.184,103.519,101.231,104.669,110.411,106.601,106.911,102.246,108.138,98.749,102.607,123.213,111.208,111.161,110.907,105.564,104.775,108.893,112.146,108.232,108.552,107.814,114.604
2021Q3,110.966,109.655,105.325,103.527,106.186,111.697,108.129,108.643,103.239,110.468,100.058,102.629,127.499,113.831,114.177,112.723,107.174,106.34,110.77,114.223,109.488,109.796,109.086,117.209
2021Q4,112.862,111.484,108.11,105.95,109.183,113.012,110.252,110.793,104.965,116.619,101.351,102.755,131.151,115.64,116.158,114.18,108.881,108.177,111.886,116.007,110.845,111.234,110.336,119.265
2022Q1,115.162,113.582,111.224,108.276,112.756,114.564,112.778,113.264,106.618,121.339,103.206,102.875,136.505,120.533,122.411,116.221,112.368,112.145,113.053,118.297,112.596,113.27,111.721,121.9
2022Q2,117.76,115.658,113.951,108.608,116.866,116.294,115.278,115.945,108.739,126.538,105.439,103.553,141.252,126.201,129.946,118.058,115.391,115.324,115.359,121.551,114.644,115.87,113.058,125.92
2022Q3,119.042,116.986,114.6,109.326,117.479,117.976,117.21,117.896,110.547,131.501,107.049,104.163,143.774,123.251,125.154,118.876,114.109,113.413,117.004,122.328,116.201,117.058,115.093,126.208
2022Q4,120.175,118.176,114.781,108.958,117.974,119.685,118.019,118.923,111.387,134.11,108.567,103.614,145.583,121.335,121.384,120.727,112.803,111.385,118.967,123.369,117.334,118.113,116.328,127.19
2023Q1,121.291,119.308,115.002,108.867,118.374,121.287,118.839,119.763,112.712,135.68,110.39,104.366,144.286,121.31,120.461,122.51,112.287,110.611,119.614,123.992,118.644,119.152,117.986,127.375
2023Q2,121.933,120.19,115.094,108.805,118.556,122.575,118.694,119.636,112.643,135.325,110.463,104.281,143.922,120.205,118.489,123.136,110.947,108.972,119.597,123.855,119.425,120.041,118.627,126.659
2023Q3,122.923,120.999,115.194,107.559,119.456,123.749,119.031,120.027,112.662,133.969,111.162,104.34,145.957,121.5,119.816,124.356,111.11,109.092,119.944,125.354,120.548,121.532,119.273,128.395
2023Q4,123.409,121.546,114.856,106.687,119.438,124.752,119.651,120.719,113.155,135.138,111.444,104.689,147.496,120.781,118.678,124.472,111.085,109.153,119.544,125.777,121.396,122.828,119.54,128.548
2024Q1,124.366,122.622,114.707,106.609,119.248,126.454,119.914,120.943,113.378,134.336,112.427,104.751,147.707,121.527,118.929,126.188,111.741,109.598,121.115,126.885,122.642,124.268,120.536,129.569
2024Q2,125.167,123.409,114.817,105.893,119.852,127.586,120.695,121.751,114.073,134.935,112.956,105.638,148.968,122.42,119.688,127.338,112.278,110.102,121.796,127.462,123.572,125.11,121.577,129.925
2024Q3,125.715,123.93,114.349,105.288,119.469,128.613,121.426,122.557,114.705,134.704,113.547,106.706,150.504,122.226,118.781,128.517,112.49,110.137,122.772,128.1,124.313,125.751,122.448,130.497
2024Q4,126.474,124.703,114.28,105.214,119.405,129.821,122.022,123.091,115.141,134.818,113.761,107.482,151.442,122.187,118.284,129.348,112.333,110.059,122.277,128.654,125.055,126.447,123.251,130.931
2025Q1,127.597,125.759,114.911,105.442,120.279,131.096,122.244,123.316,115.091,135.174,113.939,107.051,152.891,123.845,120.08,130.737,112.827,110.484,123.083,130.093,126.85,128.023,125.336,132.145
2025Q2,128.266,126.424,114.969,106.248,119.882,132.075,122.33,123.375,114.985,134.818,114.879,106.117,153.712,123.43,119.54,130.565,112.474,109.615,125.016,131.162,129.016,129.939,127.835,132.535
2025Q3,129.455,127.29,115.423,106.379,120.531,133.152,123.833,124.916,116.465,136.022,116.505,107.569,155.426,124.346,120.099,132.161,112.638,109.865,124.829,132.584,130.213,131.008,129.208,134.097
