Time,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Change in private inventories,Net exports of goods and services,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
2006Q4,14039.56,9427.368,3262.249,1169.422,2092.827,6165.119,2675.406,2631.93,1849.549,447.221,873.929,528.399,782.381,43.476,-737.668,1531.531,1083.226,448.305,2269.198,1900.921,368.277,2674.454,1015.078,655.208,359.871,1659.375
2007Q1,14215.651,9572.138,3308.125,1179.022,2129.103,6264.013,2664.295,2642.923,1892.034,469.629,886.253,536.152,750.889,21.372,-739.273,1577.991,1105.493,472.498,2317.264,1938.16,379.104,2718.491,1017.545,654.605,362.94,1700.946
2007Q2,14402.082,9678.713,3351.8,1185.692,2166.108,6326.913,2699.217,2656.992,1937.718,498.116,897.845,541.758,719.274,42.225,-745.806,1622.764,1136.432,486.332,2368.569,1980.15,388.419,2769.958,1042.453,674.082,368.371,1727.505
2007Q3,14564.117,9798.383,3380.01,1191.859,2188.151,6418.373,2685.969,2641.047,1967.377,526.678,896.02,544.679,673.671,44.922,-728.954,1685.71,1176.013,509.697,2414.664,2015.055,399.609,2808.718,1058.838,684.421,374.417,1749.881
2007Q4,14715.058,9937.14,3428.187,1195.599,2232.589,6508.952,2642.56,2615.279,1997.123,546.786,893.612,556.724,618.156,27.281,-729.699,1750.714,1220.998,529.716,2480.413,2077.517,402.896,2865.057,1085.263,703.947,381.316,1779.794
2008Q1,14706.538,10004.445,3406.368,1153.509,2252.859,6598.077,2563.701,2580.374,2013.699,556.86,885.403,571.436,566.675,-16.673,-771.248,1813.321,1273.676,539.645,2584.568,2165.461,419.107,2909.64,1111.183,721.214,389.969,1798.456
2008Q2,14865.701,10129.869,3443.532,1137.729,2305.803,6686.336,2540.595,2562.847,2024.039,571.937,871.824,580.278,538.808,-22.252,-776.404,1905.282,1351.521,553.761,2681.686,2258.725,422.961,2971.642,1146.64,742.246,404.394,1825.002
2008Q3,14898.999,10159.078,3427.907,1095.819,2332.089,6731.171,2498.242,2514.067,2007.007,578.839,852.11,576.058,507.06,-15.825,-787.354,1922.215,1371.161,551.054,2709.569,2274.715,434.854,3029.032,1170.238,766.263,403.975,1858.795
2008Q4,14608.209,9906.942,3175.077,1007.986,2167.09,6731.865,2307.915,2370.13,1918.738,576.791,772.186,569.762,451.391,-62.215,-628.474,1700.304,1167.742,532.562,2328.779,1895.813,432.966,3021.826,1179.781,771.619,408.161,1842.046
2009Q1,14430.902,9814.969,3120.027,1004.48,2115.548,6694.942,2014.878,2165.874,1761.401,527.728,683.537,550.136,404.473,-150.996,-420.992,1511.768,1004.707,507.062,1932.761,1522.976,409.785,3022.047,1185.23,765.428,419.802,1836.817
2009Q2,14381.236,9805.502,3134.475,994.7,2139.774,6671.028,1863.65,2059.651,1684.966,473.07,652.184,559.711,374.685,-196.001,-358.368,1521.093,1004.492,516.601,1879.461,1473.612,405.849,3070.452,1213.488,782.914,430.574,1856.964
2009Q3,14448.882,9939.406,3228.477,1035.104,2193.373,6710.929,1841.416,2045.422,1656.037,429.528,662.038,564.471,389.385,-204.006,-423.998,1594.725,1067.092,527.632,2018.722,1606.562,412.16,3092.058,1228.253,792.801,435.452,1863.804
2009Q4,14651.249,10004.996,3237.111,1014.201,2222.909,6767.885,1998.71,2050.795,1659.323,392.94,683.287,583.096,391.472,-52.084,-473.254,1703.508,1153.274,550.234,2176.763,1749.307,427.456,3120.796,1256.168,809.117,447.051,1864.628
2010Q1,14764.61,10101.822,3266.153,1021.085,2245.069,6835.669,2038.161,2039.398,1659.963,368.793,719.807,571.363,379.435,-1.237,-509.192,1759.877,1200.191,559.687,2269.069,1838.02,431.048,3133.819,1278.359,817.507,460.851,1855.46
2010Q2,14980.193,10208.145,3291.234,1043.901,2247.333,6916.911,2148.795,2112.087,1715.746,382.076,763.672,569.998,396.341,36.708,-542.514,1819.741,1250.419,569.321,2362.255,1925.769,436.486,3165.768,1305.049,828.047,477.003,1860.719
2010Q3,15141.607,10300.754,3315.119,1052.423,2262.696,6985.635,2236.495,2123.598,1762.364,379.089,804.497,578.778,361.234,112.897,-553.943,1877.253,1283.042,594.211,2431.195,1982.309,448.887,3158.301,1304.343,828.9,475.444,1853.957
2010Q4,15309.474,10430.304,3398.792,1078.441,2320.351,7031.511,2238.44,2171.138,1801.85,389.176,820.133,592.54,369.289,67.301,-523.586,1972.116,1358.029,614.086,2495.702,2042.076,453.626,3164.317,1312.878,837.429,475.449,1851.438
2011Q1,15351.448,10558.195,3469.035,1087.927,2381.108,7089.16,2205.962,2173.885,1805.118,362.208,839.817,603.092,368.767,32.078,-568.476,2040.407,1415.217,625.19,2608.884,2159.841,449.042,3155.768,1305.974,831.587,474.387,1849.794
2011Q2,15557.539,10673.018,3514.457,1082.903,2431.554,7158.561,2297.352,2236.305,1862.009,392.671,854.272,615.066,374.296,61.047,-581.092,2116.132,1468.785,647.347,2697.224,2231.487,465.738,3168.261,1312.725,843.03,469.696,1855.536
2011Q3,15647.68,10755.029,3527.775,1090.755,2437.019,7227.254,2322.84,2334.873,1953.756,421.163,904.533,628.06,381.117,-12.033,-567.111,2156.793,1489.634,667.159,2723.903,2249.944,473.959,3136.922,1288.651,834.975,453.676,1848.272
2011Q4,15842.259,10809.186,3561.217,1112.409,2448.807,7247.97,2504.095,2400.138,2008.976,441.786,926.474,640.716,391.162,103.956,-601.788,2150.123,1500.186,649.936,2751.911,2283.255,468.656,3130.765,1291.701,826.319,465.382,1839.065
2012Q1,16068.805,10959.301,3628.717,1138.093,2490.624,7330.585,2567.75,2487.473,2073.366,470.093,957.835,645.438,414.107,80.278,-602.271,2189.981,1515.399,674.583,2792.253,2319.464,472.788,3144.024,1296.091,824.076,472.015,1847.934
2012Q2,16207.115,11005.055,3616.376,1133.557,2482.819,7388.679,2636.863,2545.458,2126.171,488.086,984.355,653.729,419.287,91.406,-565.241,2215.586,1533.443,682.143,2780.827,2304.247,476.581,3130.438,1288.592,816.01,472.582,1841.846
2012Q3,16319.541,11059.393,3631.806,1141.673,2490.133,7427.587,2644.119,2559.69,2125.95,484.703,984.294,656.953,433.74,84.429,-523.083,2227.734,1541.36,686.373,2750.817,2273.133,477.684,3139.112,1293.789,820.214,473.575,1845.323
2012Q4,16420.419,11165.703,3674.058,1163.561,2510.497,7491.645,2638.282,2609.548,2148.622,474.859,1007.118,666.645,460.926,28.734,-515.874,2237.498,1528.184,709.314,2753.373,2276.217,477.155,3132.308,1269.569,796.401,473.169,1862.739
2013Q1,16648.189,11277.664,3736.715,1189.742,2546.973,7540.949,2746.42,2661.196,2175.318,463.63,1026.153,685.536,485.878,85.223,-499.348,2255.929,1541.127,714.802,2755.277,2289.169,466.108,3123.454,1240.079,774.681,465.399,1883.375
2013Q2,16728.687,11315.681,3710.508,1187.617,2522.891,7605.173,2780.242,2697.549,2188.629,479.157,1025.121,684.351,508.92,82.693,-498.38,2261.403,1547.671,713.732,2759.783,2290.145,469.638,3131.143,1232.561,770.584,461.978,1898.582
2013Q3,16953.838,11408.359,3745.276,1191.933,2553.343,7663.083,2892.354,2755.705,2230.759,505.483,1026.188,699.087,524.946,136.649,-482.067,2285.116,1556.674,728.442,2767.183,2295.565,471.618,3135.192,1219.64,757.661,461.98,1915.551
2013Q4,17192.019,11551.229,3776.235,1197.851,2578.384,7774.995,2934.291,2816.948,2290.541,517.584,1063.537,709.421,526.407,117.343,-434.019,2349.24,1609.979,739.261,2783.259,2300.673,482.585,3140.517,1217.254,754.351,462.904,1923.263
2014Q1,17197.738,11646.001,3810.321,1207.539,2602.782,7835.68,2922.765,2870.77,2335.499,544.989,1072.304,718.207,535.27,51.995,-510.088,2343.602,1593.798,749.804,2853.69,2360.774,492.916,3139.06,1212.935,744.986,467.95,1926.125
2014Q2,17518.508,11810.451,3885.854,1244.233,2641.621,7924.597,3059.096,2961.343,2407.208,572.236,1101.386,733.586,554.134,97.753,-505.404,2395.168,1630.163,765.006,2900.572,2405.659,494.914,3154.366,1210.985,742.42,468.566,1943.38
2014Q3,17804.228,11959.79,3921.912,1261.26,2660.652,8037.877,3142.047,3038.113,2465.578,582.391,1134.139,749.048,572.535,103.934,-489.357,2399.191,1635.782,763.41,2888.549,2392.715,495.833,3191.749,1230.648,755.041,475.607,1961.101
2014Q4,17912.079,12081.561,3928.222,1276.009,2652.212,8153.339,3172.016,3086.53,2492.333,598.815,1128.514,765.004,594.197,85.485,-530.751,2376.218,1608.074,768.144,2906.969,2398.103,508.866,3189.253,1213.721,733.767,479.954,1975.532
2015Q1,18063.529,12119.763,3896.791,1291.044,2605.746,8222.973,3282.283,3107.041,2497.171,592.503,1139.214,765.453,609.87,175.242,-526.432,2299.045,1524.378,774.666,2825.476,2330.096,495.38,3187.915,1216.238,730.203,486.035,1971.677
2015Q2,18279.784,12264.14,3958.93,1317.766,2641.163,8305.21,3291.104,3139.856,2510.545,597.951,1141.608,770.986,629.311,151.248,-509.527,2300.441,1526.431,774.01,2809.968,2309.085,500.883,3234.067,1222.387,733.548,488.839,2011.68
2015Q3,18401.626,12382.494,3993.596,1326.9,2666.696,8388.898,3303.66,3176.809,2521.879,584.073,1155.625,782.181,654.93,126.851,-538.082,2260.724,1487.842,772.882,2798.806,2290.923,507.883,3253.554,1222.398,726.729,495.669,2031.156
2015Q4,18435.137,12423.353,3971.202,1327.463,2643.739,8452.151,3276.879,3169.729,2500.42,563.567,1139.957,796.896,669.31,107.15,-523.238,2222.279,1448.092,774.187,2745.517,2228.26,517.257,3258.142,1230.084,731.007,499.077,2028.059
2016Q1,18525.933,12523.156,3971.529,1338.655,2632.874,8551.628,3244.317,3181.999,2488.836,541.427,1132.464,814.945,693.163,62.318,-511.682,2181.957,1414.261,767.696,2693.639,2179.765,513.874,3270.141,1229.649,726.546,503.103,2040.492
2016Q2,18711.702,12665.124,4023.824,1345.902,2677.922,8641.3,3246.381,3215.897,2511.643,557.013,1116.87,837.761,704.254,30.484,-489.37,2221.936,1433.993,787.943,2711.306,2193.644,517.663,3289.566,1229.983,723.171,506.813,2059.583
2016Q3,18892.639,12797.126,4050.769,1366.32,2684.449,8746.357,3261.571,3256.247,2543.679,578.523,1112.963,852.193,712.569,5.324,-481.229,2270.0,1466.73,803.27,2751.229,2224.643,526.586,3315.171,1241.299,733.097,508.202,2073.872
2016Q4,19089.379,12921.989,4086.023,1375.105,2710.918,8835.966,3360.952,3302.805,2571.821,587.862,1116.828,867.13,730.983,58.147,-530.806,2268.339,1475.367,792.972,2799.145,2276.733,522.412,3337.245,1248.481,734.923,513.558,2088.764
2017Q1,19280.084,13097.306,4144.873,1385.09,2759.784,8952.433,3363.101,3356.791,2603.148,592.26,1126.307,884.582,753.643,6.311,-533.42,2339.728,1519.626,820.102,2873.148,2332.997,540.151,3353.096,1249.09,735.242,513.848,2104.006
2017Q2,19438.643,13188.73,4163.018,1394.392,2768.626,9025.712,3432.968,3407.44,2640.229,598.612,1147.226,894.391,767.212,25.528,-553.499,2349.681,1513.317,836.364,2903.18,2347.581,555.599,3370.444,1259.855,747.5,512.355,2110.589
2017Q3,19692.595,13325.065,4216.028,1417.806,2798.223,9109.036,3500.142,3445.283,2668.855,589.829,1165.64,913.386,776.428,54.859,-531.498,2384.524,1537.667,846.857,2916.022,2338.417,577.605,3398.886,1264.582,747.231,517.351,2134.304
2017Q4,20037.088,13551.401,4324.937,1466.355,2858.582,9226.464,3574.446,3530.448,2732.168,598.902,1200.639,932.628,798.28,43.998,-554.897,2479.107,1616.019,863.089,3034.004,2460.606,573.398,3466.137,1290.69,763.2,527.489,2175.447
2018Q1,20328.553,13745.074,4387.923,1483.333,2904.59,9357.152,3645.635,3610.589,2810.324,633.005,1220.546,956.773,800.265,35.045,-576.031,2517.268,1639.223,878.044,3093.299,2526.65,566.649,3513.876,1316.193,773.144,543.048,2197.683
2018Q2,20580.912,13891.294,4409.89,1488.127,2921.762,9481.404,3662.727,3666.129,2846.516,638.366,1222.023,986.128,819.613,-3.402,-543.823,2562.172,1699.196,862.977,3105.995,2538.03,567.965,3570.715,1334.726,785.757,548.969,2235.988
2018Q3,20798.73,14002.199,4422.452,1491.615,2930.836,9579.748,3788.692,3690.028,2870.365,641.986,1227.106,1001.274,819.662,98.664,-618.246,2535.501,1667.656,867.845,3153.747,2584.777,568.97,3626.086,1358.909,802.455,556.455,2267.176
2018Q4,20917.867,14099.199,4436.568,1492.248,2944.32,9662.631,3802.028,3706.704,2898.677,633.176,1240.806,1024.695,808.027,95.324,-634.207,2537.415,1671.102,866.313,3171.622,2586.742,584.881,3650.847,1375.352,818.904,556.448,2275.495
2019Q1,21111.6,14150.191,4430.05,1482.601,2947.448,9720.141,3850.77,3735.845,2932.41,642.215,1249.844,1040.352,803.435,114.925,-592.294,2540.244,1663.331,876.913,3132.539,2533.731,598.808,3702.934,1403.184,838.831,564.353,2299.75
2019Q2,21397.938,14350.662,4528.018,1517.861,3010.158,9822.644,3903.996,3820.789,3000.782,670.644,1263.133,1067.006,820.007,83.207,-617.962,2547.448,1641.37,906.078,3165.41,2561.04,604.37,3761.243,1408.036,840.28,567.755,2353.207
2019Q3,21717.171,14548.282,4576.195,1544.227,3031.968,9972.087,3939.599,3869.365,3031.12,702.495,1241.745,1086.881,838.245,70.234,-585.547,2532.405,1636.726,895.679,3117.952,2519.01,598.942,3814.837,1426.884,855.028,571.857,2387.952
2019Q4,21933.217,14701.038,4597.004,1549.885,3047.119,10104.034,3880.57,3857.115,3010.301,696.11,1208.882,1105.309,846.813,23.455,-513.359,2537.466,1637.594,899.871,3050.824,2452.962,597.862,3864.968,1439.895,863.886,576.008,2425.073
2020Q1,21751.238,14503.098,4565.327,1484.685,3080.642,9937.771,3807.7,3842.806,2965.479,690.123,1149.198,1126.159,877.327,-35.107,-501.596,2430.941,1595.571,835.37,2932.536,2372.814,559.723,3942.036,1460.256,872.027,588.229,2481.779
2020Q2,19958.291,13193.297,4399.325,1467.16,2932.165,8793.972,3270.187,3553.279,2736.487,608.462,1018.188,1109.837,816.792,-283.091,-526.892,1829.691,1140.37,689.321,2356.583,1938.596,417.987,4021.699,1567.691,872.625,695.066,2454.008
2020Q3,21704.437,14479.206,4911.429,1754.408,3157.021,9567.777,3911.004,3803.32,2852.508,598.569,1121.038,1132.9,950.812,107.683,-687.616,2116.753,1417.097,699.656,2804.369,2360.466,443.903,4001.844,1528.69,879.913,648.777,2473.154
2020Q4,22087.16,14749.812,4958.418,1780.548,3177.871,9791.394,4064.655,3976.028,2938.775,601.282,1161.565,1175.929,1037.253,88.626,-758.111,2277.965,1533.551,744.414,3036.076,2548.498,487.579,4030.804,1541.617,914.888,626.728,2489.187
2021Q1,22680.693,15255.411,5234.444,1911.195,3323.249,10020.967,4058.943,4085.177,3002.811,611.249,1184.076,1207.486,1082.366,-26.234,-789.049,2393.033,1621.849,771.184,3182.082,2673.777,508.305,4155.388,1616.738,906.146,710.591,2538.65
2021Q2,23425.91,16027.569,5544.422,2053.483,3490.939,10483.147,4049.667,4189.217,3078.401,621.757,1209.181,1247.463,1110.816,-139.549,-825.62,2522.815,1720.872,801.944,3348.435,2799.515,548.92,4174.293,1597.377,907.945,689.432,2576.916
2021Q3,23982.379,16380.73,5511.529,1963.191,3548.338,10869.201,4255.263,4243.768,3096.193,629.085,1189.132,1277.975,1147.576,11.495,-873.479,2581.341,1750.397,830.944,3454.82,2839.691,615.129,4219.865,1585.243,908.687,676.556,2634.621
2021Q4,24813.6,16815.018,5707.386,2039.587,3667.799,11107.632,4622.306,4360.531,3171.559,649.398,1202.881,1319.28,1188.973,261.775,-908.785,2777.597,1895.85,881.747,3686.382,3045.431,640.951,4285.062,1618.234,913.601,704.633,2666.827
2022Q1,25250.347,17148.997,5843.304,2083.703,3759.602,11305.692,4814.294,4531.133,3314.956,688.112,1262.651,1364.194,1216.177,283.161,-1049.17,2865.226,1954.624,910.603,3914.397,3248.836,665.561,4336.227,1608.997,905.104,703.893,2727.23
2022Q2,25861.292,17606.575,5980.792,2083.058,3897.734,11625.782,4811.513,4660.921,3438.72,732.715,1292.185,1413.82,1222.2,150.592,-996.17,3093.734,2138.293,955.44,4089.904,3374.607,715.297,4439.375,1622.632,929.002,693.631,2816.743
2022Q3,26336.304,17893.122,5977.748,2088.702,3889.046,11915.374,4812.308,4712.744,3547.608,780.94,1320.649,1446.019,1165.137,99.564,-855.6,3129.075,2141.274,987.801,3984.675,3242.511,742.163,4486.473,1639.05,928.551,710.499,2847.423
2022Q4,26770.514,18111.361,5952.826,2056.255,3896.571,12158.535,4939.217,4747.586,3636.96,818.656,1347.576,1470.728,1110.626,191.632,-850.616,3057.684,2047.141,1010.542,3908.3,3161.605,746.695,4570.552,1691.32,955.728,735.592,2879.232
2023Q1,27216.445,18487.025,6068.387,2141.517,3926.87,12418.638,4883.84,4837.927,3756.575,885.752,1369.42,1501.404,1081.351,45.913,-794.917,3085.516,2062.07,1023.445,3880.433,3129.646,750.787,4640.498,1727.672,975.017,752.656,2912.826
2023Q2,27530.055,18693.128,6079.396,2140.8,3938.595,12613.732,4961.052,4943.466,3854.267,925.187,1411.625,1517.456,1089.199,17.586,-797.486,3016.211,1973.447,1042.764,3813.697,3049.783,763.914,4673.36,1738.797,988.014,750.783,2934.564
2023Q3,28074.846,18961.848,6149.923,2149.053,4000.87,12811.925,5088.8,5006.334,3871.644,931.316,1411.241,1529.087,1134.69,82.466,-765.535,3082.082,2024.832,1057.25,3847.616,3083.982,763.634,4789.733,1784.355,1018.384,765.971,3005.378
2023Q4,28424.722,19190.599,6164.959,2132.802,4032.157,13025.64,5161.154,5092.284,3941.343,964.912,1426.351,1550.08,1150.941,68.87,-788.044,3109.632,2037.082,1072.55,3897.676,3106.863,790.814,4861.013,1811.976,1034.468,777.507,3049.037
2024Q1,28708.161,19443.834,6136.311,2126.327,4009.983,13307.523,5155.029,5139.561,3963.752,946.884,1440.602,1576.267,1175.809,15.467,-822.478,3164.101,2041.043,1123.058,3986.579,3175.726,810.853,4931.777,1834.259,1039.649,794.61,3097.518
2024Q2,29147.044,19756.093,6224.381,2151.86,4072.521,13531.712,5290.171,5192.505,4012.411,941.664,1478.522,1592.226,1180.094,97.666,-894.37,3192.632,2055.919,1136.712,4087.002,3259.942,827.06,4995.15,1867.53,1064.344,803.186,3127.62
2024Q3,29511.664,20032.818,6291.551,2183.934,4107.617,13741.267,5330.249,5246.988,4069.186,934.697,1515.723,1618.766,1177.802,83.262,-938.325,3256.486,2082.1,1174.385,4194.811,3330.863,863.948,5086.922,1917.853,1104.161,813.692,3169.069
2024Q4,29825.182,20351.292,6393.877,2250.218,4143.659,13957.416,5261.83,5244.041,4046.39,915.952,1502.17,1628.269,1197.65,17.789,-938.666,3248.255,2052.899,1195.357,4186.921,3302.708,884.213,5150.725,1949.968,1122.731,827.237,3200.758
2025Q1,30042.113,20554.984,6432.302,2235.819,4196.483,14122.683,5556.216,5344.017,4137.819,911.236,1579.108,1647.475,1206.197,212.2,-1264.604,3293.661,2115.962,1177.698,4558.265,3681.432,876.833,5195.517,1949.728,1116.611,833.117,3245.789
2025Q2,30485.729,20789.926,6471.109,2265.729,4205.38,14318.818,5358.632,5404.422,4207.512,891.279,1625.035,1691.198,1196.91,-45.79,-899.799,3267.506,2081.308,1186.198,4167.305,3279.309,887.995,5236.97,1956.417,1135.765,820.652,3280.552
2025Q3,31095.089,21114.859,6546.681,2277.613,4269.068,14568.178,5418.578,5485.92,4291.558,884.71,1669.856,1736.992,1194.361,-67.342,-761.447,3361.92,2128.809,1233.111,4123.367,3223.143,900.224,5323.099,1988.714,1161.467,827.246,3334.385
